,0,1,2,3,4,5,6,7,8,9
0,220101,925,0.8269230769230769,1.6925490951129598,52,2.2934186514428827,43,3.16479870350403,9,-1.869841597293704
1,220101,930,0.7758620689655172,1.7518339276910175,58,1.5940900503644841,45,2.4603293839538134,13,-1.404430719752425
2,220101,935,0.7333333333333333,3.6989125295739416,60,1.8122106850157773,44,2.7406244131735793,16,-0.7409270674181792
3,220101,940,0.782608695652174,1.8704543242770177,46,1.5915173404352527,36,2.3882854255906905,10,-1.2768477661243232
4,220101,945,0.7719298245614035,1.5348091328326656,57,1.16924117551041,44,1.875793714384166,13,-1.2221674176007635
5,220101,950,0.627906976744186,2.4168239298326695,43,1.4509659945111453,27,3.0614489797309195,16,-1.266724043047224
6,220101,955,0.5873015873015873,1.137649662083971,63,0.44418524324846903,37,1.9782227621376336,26,-1.7388681490168802
7,220101,1000,0.40625,0.668919302292659,32,-0.5621274904147011,13,1.1677519813848276,19,-1.7457292342775366
8,220101,1005,0.6530612244897959,1.0903389296107762,49,0.580254188837241,32,1.7327863234773933,17,-1.589218064603045
9,220101,1010,0.54,0.9529665523289801,50,0.06941465350211132,27,1.2114925795651719,23,-1.2712855205719165
10,220101,1015,0.49122807017543857,1.4959319502765593,57,0.4174053760792951,28,2.7619983607277407,29,-1.846339574615756
11,220101,1020,0.4888888888888889,1.432242105544676,45,0.23043261167096288,22,1.7453306454228519,23,-1.2186002901786703
12,220101,1025,0.5476190476190477,1.4167628657907394,42,0.31870031939843735,23,1.3958921334802767,19,-0.9852687187006316
13,220101,1030,0.5869565217391305,0.8870098601707814,46,0.1424691534089315,27,1.1745359317939008,19,-1.324152057980235
14,220101,1035,0.5277777777777778,1.8217294361591458,36,0.38971245702792706,19,1.4511115514693553,17,-0.7965571191124929
15,220101,1040,0.6222222222222222,2.0436954385925667,45,0.9021677647955003,28,2.062701747385814,17,-1.0092999712356046
16,220101,1045,0.6976744186046512,2.7739898978498574,43,1.7946209160850561,30,3.0485063576863896,13,-1.0989608722257107
17,220101,1050,0.5686274509803921,2.5847005257890743,51,1.2713898621666095,29,3.1647644576851666,22,-1.2244221046533066
18,220101,1055,0.627906976744186,2.1646690276411165,43,1.195038980033369,27,2.6206233619591757,16,-1.2106346644664296
19,220101,1100,0.5849056603773585,2.3412054361901697,53,1.0946751562328292,31,2.685619153017672,22,-1.1471095665094493
20,220101,1105,0.6304347826086957,2.616190927302066,46,1.3610433374450255,29,2.7823297630357655,17,-1.06350409444506
21,220101,1110,0.6206896551724138,2.7602965580251237,58,1.1642900178033597,36,2.4091759525221113,22,-0.8727960571909619
22,220101,1115,0.6296296296296297,2.7340455791883387,54,1.1780937164732368,34,2.3840156950521014,20,-0.8719736471108315
23,220101,1120,0.6530612244897959,2.715314225903351,49,1.1465779898091206,32,2.182751985462518,17,-0.8038671784796265
24,220101,1125,0.6785714285714286,2.239426393942272,56,1.075553243141577,38,2.0102304382795153,18,-0.8976541688162916
25,220101,1130,0.6545454545454545,2.3802135141265772,55,1.0130833144121916,36,1.9887404964555957,19,-0.8355302936700479
26,220101,1135,0.6458333333333334,2.4544553076781077,48,0.9879487752024639,31,1.9698386795803617,17,-0.8025563445454671
27,220101,1140,0.7090909090909091,2.4079197251119617,55,1.1168801347567103,39,1.8985601415707531,16,-0.7884648818525191
28,220101,1145,0.6739130434782609,2.4457867470563213,46,0.9742787521346533,31,1.8022606322095032,15,-0.7368838000200354
29,220101,1150,0.6923076923076923,2.7065601753736255,52,1.0308625441834742,36,1.7815764788935775,16,-0.658243808914258
30,220101,1155,0.6206896551724138,2.243268672457602,58,0.9508836483133345,36,2.1055816256134925,22,-0.9386221327232875
31,220101,1200,0.52,2.540247929609099,50,0.7010004385394504,26,2.1175569814653743,24,-0.8336024829636336
32,220101,1205,0.6607142857142857,1.6414660225299713,56,0.7293931668412259,37,1.6065308742198863,19,-0.9787171054224809
33,220101,1210,0.6956521739130435,1.8472709557272724,46,0.6417033058306676,32,1.2087157273450408,14,-0.6543250862021853
34,220101,1215,0.5909090909090909,3.1377075772222573,44,1.011705262950151,26,2.196827299454923,18,-0.7001376786678526
35,220201,925,0.8307692307692308,2.6866633717351927,65,1.794446559449137,54,2.3371883628789685,11,-0.8699222937518539
36,220201,930,0.8115942028985508,1.6983715877958068,69,1.6521641682564892,56,2.3580078872764636,13,-1.3883933905987857
37,220201,935,0.7166666666666667,1.659735300036274,60,1.200207514444432,43,2.198356540200082,17,-1.3245223742316237
38,220201,940,0.8208955223880597,1.5866490182298842,67,1.4688993303744788,55,2.0746776138556906,12,-1.3075844689144083
39,220201,945,0.81,1.7698640302460684,100,1.4197388298923708,81,2.020557387207245,19,-1.1416455460289354
40,220201,950,0.8026315789473685,1.5360741187730453,76,1.3352544285105659,61,1.980670267798512,15,-1.2894366512604172
41,220201,955,0.9285714285714286,0.5481095389913402,28,1.3983320514091873,26,1.7517396171597093,2,-3.195966303347597
42,220201,1000,0.7045454545454546,1.040387033454069,44,0.6463620482344318,31,1.5369072069617775,13,-1.477245637961547
43,220201,1005,0.7352941176470589,1.2629592797353126,34,0.8269583181692176,25,1.573054288540555,9,-1.2455304884178302
44,220201,1010,0.6792452830188679,1.1333446821869473,53,0.5984515827097594,36,1.5103670009802894,17,-1.3326634206866572
45,220201,1015,0.6060606060606061,1.3814646133150275,33,0.5044669566579808,20,1.5720382644140471,13,-1.137950439889814
46,220201,1020,0.5357142857142857,1.090372925109629,28,0.14879945927119587,15,1.3538328574583898,13,-1.241623692483259
47,220201,1025,0.6862745098039216,1.410083902817746,51,0.5509578173017745,35,1.1879533934768591,16,-0.8424700055812229
48,220201,1030,0.59375,0.8749165168732436,32,0.16278977908088027,19,1.2578411281568993,13,-1.4376698849533014
49,220201,1035,0.6666666666666666,1.4080739000058244,33,0.37083681835695304,22,0.8625382445519194,11,-0.6125660340329805
50,220201,1040,0.6388888888888888,0.7308497756586689,36,0.15028261848337512,23,1.0379257402277873,13,-1.420162904602892
51,220201,1045,0.5476190476190477,1.029315288519407,42,0.1331703181754484,23,1.2316663107470183,19,-1.1965879886217157
52,220201,1050,0.6521739130434783,0.8139817163441793,46,0.24047668777437184,30,1.0694529037779346,16,-1.3138537172323086
53,220201,1055,0.6,0.8527850568862198,30,0.11869741724590512,18,0.9064426107032308,12,-1.0629203729400833
54,220201,1100,0.625,0.7445074456683803,32,0.09063887936495754,20,0.7471595140818648,12,-1.0035621784965543
55,220201,1105,0.6,0.5733146742078065,20,-0.06971231321214719,12,0.7135554204535421,8,-1.2446139137106813
56,220201,1110,0.5925925925925926,0.4711465235196498,27,-0.19340461431643974,16,0.7107268551492921,11,-1.5085049335393224
57,220201,1115,0.6956521739130435,0.7190947109133156,46,0.2964452238626656,32,1.0882130058627726,14,-1.5133097064232934
58,220201,1120,0.7352941176470589,0.6890734840567122,34,0.42265815512962474,25,1.2036516359341378,9,-1.7467681804384665
59,220201,1125,0.5357142857142857,0.5253754860351234,28,-0.28586621455324435,15,0.8214371536063896,13,-1.5635239470451299
60,220201,1130,0.5238095238095238,0.5212500749306025,21,-0.3366210950499517,11,0.8636952600685504,10,-1.6569690856803039
61,220201,1135,0.6595744680851063,2.0460481912105695,47,0.5929365713257801,31,1.202241671308284,16,-0.587592059890321
62,220201,1140,0.6923076923076923,1.3126153367413937,39,0.46712570275685156,27,1.0201566396465833,12,-0.7771939052450448
63,220201,1145,0.5,2.0277497622078684,16,0.23271592942398922,8,0.9182968226384949,8,-0.45286496379051655
64,220201,1150,0.6666666666666666,1.4532450983731409,24,0.3982610398334609,16,0.9107378128648056,8,-0.6266925062292287
65,220201,1155,0.4666666666666667,0.7914305853484059,30,-0.18437093899987786,14,0.8897416852388711,16,-1.1242194852087835
66,220201,1200,0.4634146341463415,0.868098447402256,41,-0.15512437521273215,19,1.0027356604994035,22,-1.1550944060550312
67,220201,1205,0.5714285714285714,1.5618644015888632,49,0.2467773776458647,28,0.8308128806847236,21,-0.5319366264059473
68,220201,1210,0.42857142857142855,1.628446067740149,21,0.06969474021704636,9,0.8973507261411204,12,-0.5510472492260091
69,220201,1215,0.391304347826087,1.6064330568219756,23,0.011204775117392176,9,0.9041184456789261,14,-0.5628111559578796
70,220301,925,0.8053097345132744,4.256939214915036,113,1.7017192959241554,91,2.2403573625085906,22,-0.526283615856917
71,220301,930,0.8113207547169812,3.0762530912638364,106,1.659689544778133,86,2.2129587990962225,20,-0.719368248789653
72,220301,935,0.7767857142857143,3.826851688731766,112,1.4420047435783414,87,2.007084893431332,25,-0.5244741779100637
73,220301,940,0.7040816326530612,3.22992750575711,98,1.2216919282557406,69,1.9947163631011533,29,-0.6175731063764487
74,220301,945,0.7010309278350515,2.100417817499892,97,0.9138077053017195,68,1.6356168204393806,29,-0.7787102198486586
75,220301,950,0.6396396396396397,2.3960255410372695,111,0.8613301416340395,71,1.7605457320330329,40,-0.7347775313241739
76,220301,955,0.6792452830188679,2.5198164736347275,106,1.1885065918087374,72,2.1532773536940684,34,-0.8545373745366692
77,220301,1000,0.6666666666666666,2.2365907122930584,105,0.9793037051399467,70,1.8918979203839252,35,-0.8458847253480107
78,220301,1005,0.6311475409836066,2.205061463654529,122,0.7884077025462519,77,1.6996227445774965,45,-0.7707824804849882
79,220301,1010,0.6355140186915887,1.7287485191043965,107,0.645145241524288,68,1.51914707192364,39,-0.8787553858386854
80,220301,1015,0.5609756097560976,2.3643822732481174,82,0.5564065296955065,46,1.482591878007769,36,-0.6270525264812735
81,220301,1020,0.6904761904761905,2.596216370856764,42,1.081134356927417,29,1.8925597384037243,13,-0.7289684171351135
82,220301,1025,0.4444444444444444,1.6316665253112637,54,0.11853463058738191,24,1.140184417507218,30,-0.6987851989484871
83,220301,1030,0.6216216216216216,2.749013647256149,37,0.9011920505857299,23,1.862043545731407,14,-0.6773496914393109
84,220301,1035,0.6153846153846154,2.7353854455331357,39,1.0044087295651103,24,2.1155368405830384,15,-0.7733962480635753
85,220301,1040,0.6428571428571429,3.1313857969073995,42,1.095961184362356,27,2.0725262455452347,15,-0.6618559257668253
86,220301,1045,0.625,2.5713017996878755,40,0.7611667607732027,25,1.5885457718538003,15,-0.6177982576944605
87,220301,1050,0.723404255319149,3.90784307156029,47,1.238330761722702,34,1.8974625563176748,13,-0.4855523933718434
88,220301,1055,0.64,2.559200329947148,50,0.7675953852093274,32,1.5372474258142814,18,-0.6006749091994796
89,220301,1100,0.7608695652173914,1.322464608715701,46,0.7491267898388326,35,1.2914915606432065,11,-0.9765792990841745
90,220301,1105,0.7,1.509227883008337,40,0.4368592915436995,28,0.8715869229855792,12,-0.5775051818206863
91,220301,1110,0.6382978723404256,1.8047160675463283,47,0.5686288399455608,30,1.2986029838542597,17,-0.7195608257756722
92,220301,1115,0.6935483870967742,1.8996073735143901,62,0.6109403277462763,43,1.1478991785685693,19,-0.6042823346410187
93,220301,1120,0.6444444444444445,3.043251035510506,45,0.7741878645257191,29,1.4673478287259447,16,-0.48216457058719014
94,220301,1125,0.7096774193548387,3.6077082270053595,31,0.6762052156326663,22,1.0746985222685987,9,-0.2978895339218357
95,220301,1130,0.6153846153846154,3.172031977421708,39,0.4453496055241749,24,0.9012755646035683,15,-0.2841319290028543
96,220301,1135,0.6170212765957447,2.6063391187262495,47,0.50963805844787,29,1.0841516926695116,18,-0.4159672411314419
97,220301,1140,0.6,2.896852910047939,50,0.4279649212487672,30,0.9264931955027316,20,-0.3198274901321791
98,220301,1145,0.68,1.7060632412949055,50,0.3991111547784441,34,0.810487115637881,16,-0.47506276204785913
99,220301,1150,0.5882352941176471,1.8935496353256576,68,0.4390297984240177,40,1.1840747742420614,28,-0.6253201670303304
100,220301,1155,0.625,3.194917351503224,56,0.5820815961769705,35,1.1466739566339887,21,-0.35890567125139344
101,220301,1200,0.5,2.2760043860274437,46,0.2855651404617385,23,1.0187230064481627,23,-0.4475927255246858
102,220301,1205,0.5769230769230769,2.410368068477246,52,0.3623794167101174,30,0.9027903702721873,22,-0.3745446108745237
103,220301,1210,0.6530612244897959,2.5103071723236265,49,0.5478553061500727,32,1.0640952396927565,17,-0.42389045110674384
104,220301,1215,0.6274509803921569,3.182292464786402,51,0.6445088679276978,32,1.2627980179914933,19,-0.3968202269165896
